product_name,product_date,product_group,product_comments,product_votes,product_merchant
Dwa nowe kody AliExpress ($7/$50 oraz $4/$5 dla nowych) @AliExpress deals,lis 11.,['Elektronika'],24,0,None
LIDL wędliny Pikok Pure z aplikacją - 30%!,lis 11.,"['Artykuły spożywcze', 'Hity z marketów']",4,0,None
"Lusterko Xiaomi do makijażu z podświetleniem LED za 11,50$ @ Joybuy",lis 11.,"['Uroda', 'Xiaomi', 'Zdrowie i uroda']",18,0,None
Procesor Intel Core i5 9600k,lis 11.,"['Procesory', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",87,0,None
Czekolada Magnetic 2.49 zł przy zakupie trzech Biedronka,lis 11.,"['Słodycze', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",8,0,None
Mortal Kombat X – Premium Edition na PC,lis 11.,"['Mortal Kombat', 'Gry wideo', 'Gaming', 'Komputery i tablety']",2,0,None
"Dysk SSD 2,5"" SATA 1TB SanDisk",lis 11.,"['SSD', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",0,0,None
"AMD Ryzen 7 2700X 4,3 GHz AM4 (YD270XBGAFBOX) - RTV Euro AGD",lis 11.,"['Procesory', 'Podzespoły komputerowe', 'Elektronika']",32,0,None
"Kabel Baseus (USB typ C <->, 1M, QC4 60W) @joybuy",lis 11.,['Elektronika'],20,0,None
Pasek z klamrą automatyczną,lis 11.,['Moda'],2,0,None
Dron za 13.99$ JJR/C JJRC H49 SOL ultracienki Wifi FPV dron do selfie 720P,lis 11.,"['Drony', 'Smart Tech', 'Jedzenie', 'Elektronika']",11,0,None
Uber Eats - kolejna nielimitowana darmowa dostawa z wybranych restauracji,lis 11.,['Artykuły spożywcze'],9,0,None
3DMark Steam - testy wydajności Twojego komputera,lis 11.,"['Gry PC', 'Gry wideo', 'Gaming']",12,0,None
Promocja na dzień singla na wybrane iPhone min IPhone XS Max 256GB (space grey),lis 11.,"['iPhone', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",3,0,None
Navitel Navigator Europa 12m-c - RTV Euro AGD,lis 11.,"['Nawigacja', 'Motoryzacja', 'Akcesoria samochodowe']",8,0,None
"Redmi note 8 4/64 grey $139,99",lis 11.,"['Xiaomi', 'Elektronika']",27,0,None
Router Tenda AC11 2.4G/5.0GHz AC1200,lis 11.,"['Routery', 'Sieci', 'Komputery i tablety', 'Elektronika']",14,0,None
"Maszynka do golenia Golarka XIAOMI SO WHITE ED1 za $8,99",lis 11.,"['Xiaomi', 'Elektronika']",4,0,None
Obiektyw Viltrox 85mm F1.8 STM Sony E $267.31,lis 11.,['Elektronika'],9,0,None
Xiaomi Mi Box 3 4K Android TV wersja global $41.24,lis 11.,"['TV i wideo', 'Oprogramowanie', 'Systemy operacyjne', 'Xiaomi', 'Elektronika']",278,0,None
Drewniany budzik LED $9.43,lis 11.,['Elektronika'],20,0,None
Stacja pogodowa urijk temp/wilgotnosc wew/zew $3.07,lis 11.,['Elektronika'],19,0,None
Zestawienie słuchawek bezprzewodowych 11.11 AliExpress,Zaktualizowano lis 11. (Opublikowano lis 1.),['Elektronika'],820,0,None
Zestawienie tanich tabletów graficznych 11.11 AliExpress,Zaktualizowano lis 11. (Opublikowano lis 6.),['Elektronika'],152,0,None
Słuchawki MPOW T5/M5,lis 11.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",9,0,None
HUAWEI HONOR Watch Magic Smart Watch,lis 11.,"['Smartfony Huawei', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",8,0,None
"Lodówka WHIRLPOOL WTNF 81IX, A+, 338l, PEŁNY NO FROST",Zaktualizowano lis 11. (Opublikowano paź 28.),"['Lodówki', 'AGD', 'Elektronika']",14,0,None
Xiaomi InFace - Szczotka soniczna do twarzy (wysyłka z polskiego magazynu) @Aliexpress,lis 11.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Xiaomi', 'Zdrowie i uroda']",9,0,None
"Kabelek Baseus (2.4A, 1m, USB -> USB typu C) za 3 zł @Joybuy",Zaktualizowano lis 11. (Opublikowano lis 10.),['Elektronika'],77,0,None
Drukarka 3D Creality Ender-3 z wysyłką z Polski @AliExpress deals,lis 11.,"['Drukarki', 'Akcesoria komputerowe', 'Komputery i tablety', 'Elektronika']",56,0,None
Słuchawki E6S Bluetooth 5.0 z wyświetlaczem LED,lis 11.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",5,0,None
Mall.pl kod rabatowy 11zł przy MWZ 111 zl,lis 11.,['Elektronika'],6,0,None
Zestaw słuchawek dousznych BT z powerbankuem TWS G02 9D,lis 11.,['Elektronika'],1,0,None
Paczka 100 prezerwatyw Durex ~138 PLN Revolut,lis 11.,['Zdrowie i uroda'],18,0,None
"Pluszak Patrick lub Spongebob 35cm za 2,99USD - Joybuy",lis 11.,['Rodzina i dzieci'],11,0,None
Laser samopoziomujący DEKO LL57/58 z wysyłką z Hiszpanii @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 6.),"['Narzędzia', 'Ogród i majsterkowanie']",89,0,None
Odbiornik Bluetooth UGREEN BT 5.0 @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 6.),"['Muzyka', 'Elektronika']",108,0,None
"Zestaw Jimi 41 in 1 S2 śrubokręt, grzechotka, bity, klucze nasadowe $19.99",lis 11.,"['Narzędzia', 'DIY', 'Ogród i majsterkowanie']",3,0,None
Sportowy smartwatch Amazfit BIP z wysyłką z Polski! @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 6.),"['Smartwatche', 'Wearable', 'Elektronika']",39,0,None
Wideorejestrator Xiaomi 70mai Dash Lite 1080p z wysyłką z Polski @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 6.),"['Wideorejestratory', 'Motoryzacja', 'Akcesoria samochodowe', 'Xiaomi']",70,0,None
Słuchawki Xiaomi Redmi AirDots za $14.88 / ~57zł,lis 11.,"['Słuchawki', 'Audio i HiFi', 'Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",10,0,None
Monitor ciśnienia powietrza w oponach Xiaomi 70mai TPMS @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 6.),"['Monitory', 'Xiaomi', 'Komputery i tablety', 'Elektronika']",54,0,None
Kamera wewnętrzna Sannce 1080p z Wi-Fi (sterowana przez aplikację) @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 6.),"['Foto i kamery', 'Dom i mieszkanie']",13,0,None
Lampa LED Xiaomi Yeelight Meteorite z wysyłką z polskiego magazynu,Zaktualizowano lis 11. (Opublikowano lis 8.),"['Oświetlenie', 'Inteligentny dom', 'Akcesoria dla domu', 'Dom i mieszkanie', 'Xiaomi']",64,0,None
Xiaomi Mi Note 3 4/64 (niebieski) 145.99$,lis 11.,"['Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",0,0,None
-15% na cały asortyment z okazji Dnia Niepodległości,lis 11.,['Sport i turystyka'],0,0,None
Zestawy do monitoringu na 11.11 z wysyłką z EU @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 8.),"['Foto i kamery', 'Elektronika']",70,0,None
"HUION Kamvas Pro 13 GT za 955,48 PLN SinglesDay Aliexpress",lis 11.,['Elektronika'],11,0,None
Składany dron z kamerą 720p Eachine E58 + inne przecenione drony @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 8.),"['Drony', 'Smart Tech', 'Elektronika']",19,0,None
"Dron Holy Stone 120D (aparatura, kamera 1080p, GPS) @ AliExpress deals",Zaktualizowano lis 11. (Opublikowano lis 8.),"['Drony', 'Smart Tech', 'Elektronika']",24,0,None
Kamera wewnętrzna Yi Home 1080p za 20$ @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 6.),"['Inteligentny dom', 'Xiaomi', 'Elektronika']",265,0,None
"Zestaw klocków - pojazdy strażackie(348 klocków) za ~30,70zł, samolot wojskowy (559 klocków) za ~67zł @ AliExpress deals",Zaktualizowano lis 11. (Opublikowano lis 8.),"['Klocki', 'Zabawki', 'Rodzina i dzieci']",26,0,None
3 portowa ładowarka USB Rock (3A) @ AliExpress deals,Zaktualizowano lis 11. (Opublikowano lis 8.),"['Słuchawki', 'Audio i HiFi', 'Elektronika']",24,0,None
"Ładowarka indukcyjna ROCK 3,18$ (10W) @ AliExpress deals",Zaktualizowano lis 11. (Opublikowano lis 8.),"['Słuchawki', 'Audio i HiFi', 'Elektronika']",11,0,None
Funkcjonalny box - kieszeń samochodowa $15.46,lis 11.,['Motoryzacja'],0,0,None
Wideorejestrator Mio Mivue 312 w Euro.com,lis 11.,"['Wideorejestratory', 'Nawigacja', 'Akcesoria samochodowe', 'Elektronika']",2,0,None
Darmowa dostawa z McDonald's przez 5 dni,lis 11.,"['Restauracje', 'Artykuły spożywcze']",1,0,None
Słuchawki Huawei Honor Monster N-Tune 100 @ Joybuy,Zaktualizowano lis 11. (Opublikowano lis 10.),"['Słuchawki', 'Audio i HiFi', 'Telefony i smartfony', 'Elektronika']",14,0,None
Maskotka Pickle Rick,Zaktualizowano lis 11. (Opublikowano paź 29.),['Kultura i rozrywka'],132,0,None
Xiaomi Redmi Note 8T 4/64GB NFC GLOBAL,lis 11.,"['Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",12,0,None
Xiaomi Deerma DEM-ZQ600 mop parowy,lis 11.,"['Xiaomi', 'Elektronika']",3,0,None
Rejestrator jazdy Pelitt VDrive,Zaktualizowano lis 11. (Opublikowano paź 23.),"['Wideorejestratory', 'Motoryzacja', 'Akcesoria samochodowe']",57,0,None
Smartwatch TicWatch Pro czarny i srebrny Amazon.it,lis 11.,"['Smartwatche', 'Wearable', 'Elektronika']",0,0,None
Głośniki i słuchawki fresh n rebel do - 53% taniej,lis 11.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",5,0,None
Ekspres TCHIBO Cafissimo Pure White,lis 11.,['Dom i mieszkanie'],2,0,None
Tester jakości powietrza Smartmi PM2.5,lis 11.,['Elektronika'],7,0,None
"BIEDRONKA Mleko Nan Optipro Plus 800g. 2,3,4",lis 11.,"['Jedzenie dla dzieci', 'Dziecko', 'Pielęgnacja dzieci', 'Artykuły spożywcze', 'Hity z marketów']",0,0,None
Używane XFX RX 470 4GB 256bit GDDR5 - oryginał,lis 11.,['Elektronika'],5,0,None
SONOFF S26 - Smart gniazdko Wi-Fi,lis 11.,['Elektronika'],18,161,Banggood
Razer Orbweaver Chroma,lis 11.,"['Akcesoria dla graczy', 'Gaming']",1,0,None
Zwierciadło grudzień 2019 + płyn do higieny intymnej 4organic + 100 zł rabat Wólczanka,lis 11.,['Zdrowie i uroda'],2,0,None
Xiaomi Redmi 8 i inne (flash deal -20%) @Amazon.es,lis 11.,"['Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",8,0,None
"Latarka Skilhunt H03, czołówka",lis 11.,"['Latarki', 'Camping', 'Elektronika']",17,0,None
"Ekspres automatyczny KRUPS EA829E Latt’Espress OneTouch, 1450W, 15bar, młynek żarnowy metalowy",lis 11.,"['DIY', 'Dom i mieszkanie']",0,0,None
Golarka męska REMINGTON My Groom F0050 - empik,lis 11.,['Zdrowie i uroda'],45,0,None
Puszki Monge 80g i inne karmy 30% taniej,lis 10.,['Artykuły spożywcze'],5,0,None
"Buty męskie (Puma, TNF, Mustang...)",lis 10.,"['Obuwie', 'Moda']",48,0,None
Rabat 10% na wszystkie produkty. Sklep z ekologicznymi kosmetykami naturalnymi,lis 10.,['Zdrowie i uroda'],0,0,None
Vistula. Dodatkowe -30% na wszystko z oferty specjalnej -70%,lis 10.,"['Garnitury', 'Odzież', 'Moda']",9,0,None
USAMS Słuchawki Bluetooth 5.0 TWS mini LQ wysłka z Polski,lis 10.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",2,0,None
Słuchawki douszne Tronsmart Spunky Beat Bluetooth 5.0,lis 10.,"['Słuchawki douszne', 'Słuchawki', 'Audio i HiFi', 'Elektronika']",15,0,None
"Corsair Vengeance RGB PRO, DDR4, 16 GB, 3200MHz",lis 10.,['Gaming'],5,0,None
Końcówka serii butów piłkarskich w Decathlonie,lis 10.,"['Sport i turystyka', 'Obuwie']",3,0,None
"Taniej niż na Ali! Oferty na 11.11 w tym KUGOO M2 PRO za 399,99 Euro (1708 PLN)",lis 10.,['Sport i turystyka'],4,0,None
Do każdego zamówienia w Mc Delivery Coca cola energy 250ml Gratis,lis 10.,"['Napoje', 'Artykuły spożywcze']",2,0,None
"Acer Swift 3 SF315-52-55UW 15,6"" Intel® Core™ i5-8250U - 8GB RAM - 512GB Dysk - Win10 IPS",lis 10.,"['Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",3,0,None
Nan Optipro 800g,lis 10.,"['Jedzenie dla dzieci', 'Dziecko', 'Pielęgnacja dzieci', 'Rodzina i dzieci']",4,0,None
Bezprzewodowy odkurzacz Hoffen,lis 10.,"['Odkurzacze', 'Dom i mieszkanie', 'AGD']",5,0,None
OnePlus Ładowarka Sieciowa Warp Charge 30W,lis 10.,['Elektronika'],15,0,None
Patriot 128GB Rage Elite 400/100MB/s,lis 10.,"['RAM', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",3,0,None
"Crucial Ballistix Sport LT BLS2K8G4D30AESBK 3000 MHz, DDR4, CL15",lis 10.,"['DDR4', 'RAM', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",7,0,None
Original Xiaomi Mija Pro Adult Hoverboard Smart Electric Scooter 45KM APP 12800mAH Battery,lis 10.,"['Xiaomi', 'Elektronika']",4,0,None
Telewizor LG 55UM7450 IPS 4K MagicRemote DirectLED,lis 10.,"['Monitory', 'TV', 'TV i wideo', 'Komputery i tablety', 'Elektronika']",7,0,None
40% rabatu na fanatyk.pl,lis 10.,['Rodzina i dzieci'],4,0,None
"Motorola G8 Plus - świetne głośniki stereo i kamerka akcji! 257,52 EUR z wysyłką. Smartfon kompletny z czystym Androidem - Nowość !",lis 10.,"['Głośniki', 'Audio i HiFi', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",13,0,None
Xiaomi Mi Band 2 Global Version,lis 10.,"['Wearable', 'Xiaomi', 'Elektronika']",48,0,None
Cocodrillo trzeci produkt za 1 zł,lis 10.,['Moda'],1,0,None
ILIFE V5s Pro- Odkurzacz z funkcja mopa.Z Kuponem Możliwe 450zl. WYSYLKA Z POLSKI,lis 10.,"['Inteligentny dom', 'Odkurzacze', 'Dom i mieszkanie', 'AGD']",15,0,None
70mai Smart Car dashcam PRO wideorejestrator xiaomi,lis 10.,"['Wideorejestratory', 'Motoryzacja', 'Akcesoria samochodowe', 'Xiaomi']",165,0,None
Kask Airoh Valor Jackpot Błysk (5 Gwiazdek w tescie SHARP) Rozmiary od S do XXL,lis 10.,['Motoryzacja'],11,0,None
Ładowarka USB-C z kablem USB-C-Lightning BlitzWolf® BW-S12,lis 10.,['Elektronika'],5,0,None
TELEWIZOR LED 50 SKYMASTER 50SUA2505 UHD AndroidTV,lis 10.,"['TV', 'TV i wideo', 'Elektronika']",15,0,None
"Pralka SAMSUNG WW70K5410UW, A+++, 7kg, 1400obr., inwenter, AddWash, Eco Bubble- Aktywna piana, dodatkowo dostajemy bon na 180 zł",lis 10.,"['Pralki', 'Dom i mieszkanie', 'AGD']",10,0,None
Bezprzewodowa kamera XIAOMI Mijia CMSXJ11A,lis 10.,"['Xiaomi', 'Elektronika']",7,0,None
Rise of the Tomb Raider: 20 rocznica Xbox One,lis 10.,"['Tomb Raider', 'Xbox One', 'Xbox', 'Gry wideo', 'Konsole', 'Gaming']",21,0,None
Scribblenauts Unlimited gra PC @Steam,lis 10.,"['Gry PC', 'Gry wideo', 'Gaming', 'Komputery i tablety']",1,0,None
Xiaomi Wkrętarka bateria 2000 mAh,lis 10.,"['Xiaomi', 'Ogród i majsterkowanie']",8,0,None
"Polski czosnek 0,99zł za 1 szt. - Tesco",lis 10.,"['Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",11,0,None
[Joybuy] 3 pary męskich skarpetek za 1.2 zł,lis 10.,['Moda'],14,0,None
Patriot 16GB 2x8GB 3600MHz CL17 Viper 4 Blackout Series DDR4 Pamięć ram amazon.co.uk,lis 10.,"['RAM', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",9,0,None
[Joybuy] Transformujący Dżetek z Super Wings,lis 10.,['Rodzina i dzieci'],97,0,None
"kurtki ""prosto"" -15% taniej",lis 10.,"['Kurtki', 'Odzież', 'Moda']",38,0,None
"Acer Aspire 5 15,6"" Intel® Core™ i5 - 8GB RAM - 1TB Dysk - MX130 Grafika - Win10",lis 10.,"['Laptopy', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",15,0,None
Ekspres ciśnieniowy Siemens EQ.500 TP503R09 + 300 PLN Cashback!,lis 10.,['Elektronika'],13,0,None
Ekspres do kawy z młynkiem Lelit Anita PL042EMI - Amazon.it,lis 10.,"['Małe AGD do kuchni', 'Dom i mieszkanie']",3,0,None
"Apple iPad 10,2"" 32 GB srebrny",lis 10.,"['iPad', 'Tablety', 'Komputery i tablety', 'Elektronika']",113,0,None
xeon L5640 overclocking king oc 6core [email protected] LGA1366 12 wątków bez zmiany napięć,Obowiązuje do 31/07/2020,"['Procesory', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",24,175,AliExpress
Dockin D Mate 2 gen. - głośnik Bluetooth z powerbankiem,lis 10.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",26,0,None
"Apple iPad Pro 12.9”, Wi-Fi+Cellular 512 GB srebrny",Zaktualizowano lis 10. (Opublikowano lis 10.),"['iPad', 'Tablety', 'Komputery i tablety', 'Elektronika']",15,0,None
Zgrabny automat seagull za grosze,lis 10.,['Moda'],23,0,None
Blitzwolf BW-LT15 - Lampka nocna z czujnikiem ruchu na 3 baterie AAA,lis 10.,"['Akcesoria i gadżety', 'Komputery i tablety', 'Elektronika']",18,0,None
Hotline Miami Collection - Nintendo Switch,lis 10.,"['Nintendo Switch', 'Konsole', 'Gaming']",7,0,None
UMIDIGI A5 Pro 4/32GB 6.3'' FHD+ LTPS Helio P23 Dual SIM 3-kam 4150 mAh w Amazon.de,lis 10.,['Elektronika'],4,0,None
Supersklep.pl -20% na wszystko na 11 Listopada,lis 10.,['Moda'],6,0,None
"Realme X2, 8/128GB, Amazon",lis 10.,['Elektronika'],22,0,None
Udemy - Kurs Photoshop CC 2019 od podstaw za darmo!,lis 10.,"['Usługi i subskrypcje', 'Za darmo']",33,0,None
Dysk SSD Crucial P1 1TB M.2 PCIe Gen3 x4 NVMe @Amazon.de,lis 10.,"['SSD', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",60,0,None
"Realme 5 Pro, 8/128GB, Amazon",lis 10.,['Elektronika'],4,0,None
"Adidas PulseBoost HD - buty męskie, 2 kolory",Zaktualizowano lis 28. (Opublikowano paź 28.),"['Buty adidas', 'Obuwie', 'Moda']",40,0,None
OnePlus 7 Global - 12GB RAM 256GB ROM,Zaktualizowano lis 10. (Opublikowano wrz 30.),"['OnePlus 7', 'Smartfony OnePlus', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",73,0,None
DYSK SSD Crucial MX500 1TB,lis 10.,"['SSD', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",48,0,None
Apple iPhone 11 256GB czarny,lis 10.,"['iPhone 11', 'iPhone', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",52,0,None
TV Sony KD55XF8505 4K IPS 120hz Android TV,lis 10.,"['TV', 'TV i wideo', 'Oprogramowanie', 'Systemy operacyjne', 'Elektronika']",15,168,Neonet
Apple iPhone 11 128GB RED,lis 10.,"['iPhone 11', 'iPhone', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",26,0,None
Odkurzacz bezprzewodowy Xiaomi JIMMY JV53,lis 10.,"['Odkurzacze', 'Dom i mieszkanie', 'AGD', 'Xiaomi']",32,0,None
HelloBody JESTEŚ TEGO WARTA - Zestaw dla wymagającej cery,lis 10.,['Zdrowie i uroda'],11,0,None
Telewizor JVC LED 55VU63M UHD/4K HDR SMART TV 55 cali,lis 10.,"['TV 55 cali', 'TV', 'TV i wideo', 'Elektronika']",18,0,None
Ikea Solvinden. Lampki z panelem słonecznym i akumulatorkiem,lis 10.,"['Akcesoria dla domu', 'Elektronika']",14,0,None
Gino Rossi -20% na torebki i buty z nowej kolekcji i -30% na outlet,lis 10.,"['Obuwie', 'Moda']",1,0,None
Philips HF3531/01 Wake-Up Light lampka nocna/budzik z funkcją stopniowego zwiększania natężenia światła,lis 10.,['Elektronika'],17,0,None
Rok Szczura - Marta Guzowska Ebook,lis 10.,"['eBooki', 'Książki i czasopisma', 'Kultura i rozrywka']",4,0,None
"Xiaomi Mi 9 Lite 4G Niebieski, Szary i Biały",Zaktualizowano lis 10. (Opublikowano paź 24.),"['Xiaomi Mi 9', 'Smartfony Xiaomi', 'Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",971,0,None
Ekspres do kawy kolbowy BEKO CEP5152B,lis 10.,"['Małe AGD do kuchni', 'Dom i mieszkanie']",17,0,None
Ekspres De'Longhi Autentica ETAM 29.510.B @Amazon.es,lis 10.,['Dom i mieszkanie'],4,0,None
Termometr na podczerwień T09 LED Full Screen,lis 10.,"['Zdrowie', 'Zdrowie i uroda']",18,0,None
Cyrkulator do sous vide,lis 10.,['Dom i mieszkanie'],20,0,None
Smart watch Mio Zegarek Barbie / Mały Geniusz - al.to/x-kom,lis 10.,"['Zegarki', 'Zabawki', 'Rodzina i dzieci']",7,0,None
home&you | -90% na drugą tańszą rzecz,lis 10.,"['Akcesoria dla domu', 'Dom i mieszkanie']",7,0,None
Soundbar JBL 3.1 z Amazon.de,lis 10.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",24,0,None
"Xiaomi Redmi note 8, 4/128 GB",lis 10.,"['Xiaomi Redmi Note 8', 'Smartfony Xiaomi', 'Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",27,0,None
Baseus 24W QC 3.0 Ładowarka 4.99 USD (z kodem 2.99 USD),lis 10.,['Elektronika'],57,0,None
"Pendrive USB 3.0 Toshiba 32 GB 4,5$",lis 10.,"['Dyski przenośne', 'Pendrive', 'Akcesoria i gadżety', 'Komputery i tablety', 'Elektronika']",13,0,None
22% zniżki na nike.com,lis 10.,['Moda'],21,0,None
Manufaktura Kawy 25% rabatu,lis 10.,['Artykuły spożywcze'],2,0,None
"Dysk SSD 2.5"" Sandisk SSD PLUS 1TB za 388,50zł @ Amazon",Zaktualizowano lis 10. (Opublikowano paź 22.),"['SSD', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",104,0,None
Zestaw do golenia Philips:maszynka Philips Beardtrimmer Series 5000 BT5205/16 +trymer,lis 10.,['Zdrowie i uroda'],9,0,None
"Słuchawki A4-Tech HS-30 za 24,94ZŁ z dostawą",lis 10.,"['Słuchawki', 'Audio i HiFi', 'Elektronika']",4,0,None
Zlew granitowy Syfon + Bateria,lis 10.,['Dom i mieszkanie'],28,0,None
"11 lecie audioteki, audiobooki za 10 zł, wprowadzenie abonamentu",lis 10.,"['Książki i czasopisma', 'Kultura i rozrywka']",17,0,None
Xiaomi Mi 9 6/64GB (czarny/fioletowy) Amazon.de,lis 10.,"['Xiaomi Mi 9', 'Smartfony Xiaomi', 'Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",94,0,None
"Orzechy i bakalie, 3 w cenie 2. np. Nerkowce 37zł/kg lub Orzechy Włoskie 40zł/kg - Biedronka",lis 10.,"['Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",23,0,None
"Gra Assassin's Creed Origins PS4, XBOX, odbiór sklep 0 zł",lis 10.,"['PlayStation 4', 'Xbox', 'Gaming']",43,0,None
Huawei Honor Watch Magic,lis 10.,"['Smartfony Huawei', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",2,0,None
Fortuna Czarne Whisky Wood,lis 10.,"['Alkohole', 'Piwo', 'Napoje', 'Artykuły spożywcze']",31,0,None
"Lodówka SAMSUNG RB29FERNDSA z dolnym zamrażalnikiem, NoFrost, kompresor Digital Inverter, 311 L, A+, dodatkowo bon na 180 zł",lis 10.,"['Lodówki', 'Dom i mieszkanie', 'AGD']",3,0,None
Xiaomi Redmi 8A 2 + 32GB Priority Line,lis 10.,"['Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",16,0,None
sklep boohoo.com % - Bielizna damska % promocja -25%,lis 10.,"['Odzież damska', 'Odzież', 'Moda']",57,0,None
"Zegarek Garmin Fenix 5X Sapphire Black 309,99€",lis 10.,"['Garmin Fenix', 'Garmin', 'Nawigacja', 'Bieganie', 'Smartwatche', 'Fitness i bieganie', 'Akcesoria samochodowe', 'Wearable', 'Zegarki', 'Akcesoria modowe', 'Elektronika']",13,0,None
Nawigacja Sygic (Android) - dożywotnie licencje od 52 zł,lis 10.,"['Nawigacja', 'Motoryzacja', 'Akcesoria samochodowe', 'Oprogramowanie', 'Systemy operacyjne']",44,0,None
Uniwersalny pilot Logitech Harmony Elite (915-000257) z Amazon.de,lis 10.,['Elektronika'],37,0,None
"Suszarka dla zwierząt domowych z podgrzewaczem 2400W, Carrefour",lis 10.,"['Zdrowie i uroda', 'Hity z marketów']",16,0,None
"Fifa 20 GRATIS | Lenovo Legion Y540 GTX1660Ti Grafika - 17IRH 17,3"" Intel® Core™ i5-9300H - 8GB RAM - 256GB Dysk - W10",lis 10.,"['FIFA 20', 'Komputery do gier', 'Podzespoły komputerowe', 'Gry wideo', 'Komputery i tablety', 'Elektronika']",21,0,None
Nivona CafeRomatica 779/769,lis 10.,['Dom i mieszkanie'],0,0,None
Audio Pioneer Club5 One-Box,lis 10.,['Elektronika'],15,0,None
